,global_seq,global_emo,local_seq,local_emo
10166,"Three twenty-five cent stamps, please. Here you are. Seventy-five cents, please. And please send this letter by registered mail. Is there anything valuable in it?",0,There's a check for two hundred dollars and a photograph.,0
10167,"I'm going to go to the concession stand and get some popcorn and Coke. Go ahead. Waste your money. What are you talking about? We always eat the stuff here. Well, I don't... anymore.",0,But what's a movie without munchies?,0
10168,"John, do you have a minute? Oh, hi, Leo. Sure, what’ s up? Well, I’ Ve been meaning to talk to you about the situation in the office. I’ m not in there very often. It’ s so noisy that I can’ t work.",0,"That’ s exactly what I’ m getting at. We’ re supposed to be able to do our preparation and marking in that office, but have you noticed? Jack constantly has students coming in to get help with his course. A lot people are going in and out.",0
10169,"Has anybody spoken to him about it? No, not yet, but someone’ s going to have to. We can’ t really ask him to stop having students come in for help, can we? No, of course not. But I’ m not able to do my work and neither are you.",0,How about recommending him to use the storage room down the hall?,0
10170,"Do you have any seat preference, madam? Yes, could you please put me in the non-smoking section? Would you like a window seat? Yes, if any one is available. But not over the wing.",0,"I am sorry, there is no window seat in the non-smoking room.",0
10171,"If I understand the terms correctly, the length of the contract would be one year with a one-year option. Is that correct? Do you mean the contract for equipment rental or the one for training? I was under the impression that both contracts had the same terms. Yes and no. Let me see if I can clarify that. The terms are the same except that the contract for training has a clause that allows for the cancellation after the first six months.",0,Could you elaborate on that?,0
10172,I've got a telegraphic order. Will you cash it? Have you got any identification ( ID ) with you? Yes. Here is my passport. What currency will you have?,0,"US dollars, please.",0
10173,"Jack, I don't know how to write my resume. Could you tell me about that? You should first write your name and contact information. What does the contact information include? Such as your land line phone number, mobile phone number and e-mail box.",0,Anything else?,0
10174,"Then you should write your objectives, such as seeking a position in foreign trade. I see. It is the position desired Yes. After that you should emphasize your skills, educational background and related experience. I see. Skills are about specialty, and educational background is easy as well. But what about related experience? I have little work experience.",0,Don't worry. It will take time to accumulate experience. You need to be confident for yourself.,0
10175,"Traxi.taxi. Hello, madam. Where to? Could you please help me put my bags in the truck? No problem.Get in now.",0,Take me to Hilton Hotel.,0
10176,"Will you sit down, Mr. White? Thank you. It's very kind of you to invite me to such a beautiful place. I propose a toast to your pleasant tour in China. Thank you very much.",4,This food is a Wax specialty. Please help yourself.,0
10177,Gosh! The water faucet is dripping badly again. You are going to have a huge bill. I know. I’ Ve got to get it fixed ASAP. Don't you wanna get it fixed now?,0,"I wish I could, but I’ Ve got to go now. I have an appointment in 20 minutes.",0
10178,"Taxi. Yes. Where would you like to go? Central Park, please, but can you make a stop at Union Square? I wanna pick up my friend there. Of course.",4,How long do you think it will take to get to Union Square.,0
10179,"Well. That depends on traffic, you know. It's pretty heavy this afternoon. Can you make it in 15 mins. I am already 10 mins late. I'll try. Where exactly is your friend waiting? On the 14th Street side. Oh, we are already at the 16th Street. You are fast. Can you make a left at the next corner?",0,You've got it.,0
10180,"I think he is around here. Can you slow down? Ah, there he is. Here we are, Central Park! Thank you. How much is it? Well, it's $ 12.",0,Here's $ 15. Keep the change.,0
10181,( Bob groans. ) What's the matter.Bob? I think it's my ankle. What happened? One of my snowshoes got caught on a rock.,0,Can you stand?,0
10182,I don't think so.It ' s kind of sore. We'll have to get you to a hospital for an X-ray. Is that really necessary? It may be worse than it seems. How's it feel?,0,About the same.,0
10183,"What kind of packing do you plan to use for this consignment of goods? Cartons. Is that okay? I'm concerned about the possible jolting, squeezing and collision that may take place when these cases are moved about. Well, what I can tell you is this. We've got an excellent record on making deliveries to our customers. Besides, all our cartons are lined with shockproof cardboards and are wrapped up with polyethylene sheets. So they're not only shockproof but also dampproof.",0,"In that case, I guess I can rest assured.",0
10184,"Well, I guess you can say that. The safety of packing is something we always pay a lot of attention to. Especially for those fragile commodities, we've got to be extra careful. Otherwise, if the things we don't want to see happened, we would be responsible and that'll cause you a lot of inconvenience, too. You're right. But wouldn't it be safer to use wooden cases? We sure can if you want us to, but the charge will be much higher. It wouldn't be worth the trouble in that case, would it? Let's still use cartons.",0,"Sure, no problem. As I said, cartons are good enough for goods like this. You don't have to worry about it.",0
10185,Hello. Can I help you? Hello. Is my laundry ready? My room number is 210. I'm afraid it is still being washed. Can you take the stain off?,0,"Yes, we can. But you need wait a moment.",0
10186,Good evening.can I help you? We'd like to have break fast in our room tomorrow ; Would you please arrange it for us? Sure. Shall I make an order now?,0,You don't have to. This is your knob menu.Just tick off the items you want for breakfast. write down the time and hang it outside the door before you go to bed tonight.,0
10187,"This bus goes all the way to Santa Anita mall, right? Yeah, it'll take us there. Are you positive? I always catch this bus.",0,How long is this bus ride?,0
10188,It only takes about half an hour. Where do we get off at? We can get off the bus right behind Macy's. There's a stop right next to the mall?,0,"Yeah, it's right in the parking lot.",0
10189,"Want to meet for lunch this Saturday? Sorry, I can’ t. I’ m busy. What are you doing? I always do volunteer work on the first Saturday of every month.",0,What kind of volunteer work?,0
10190,Housekeeping. May I help you? Yes. This is room 804. I can't find my coat. I was wondering if it's in the lost and found. I can check for you. Could you describe the coat? It's a light blue coat. It's got a hood and a big silver zipper.,0,When was the last time you saw it?,0
10191,"Can I help you? Yes, I want a pair of sport shoes, Jordan. What size do you want? Size 41.",0,Here you are.,0
10192,"Have the owners answered back with a counter-offer for my offer to purchase the house? In response to your offer, the sellers have decided to counter-offer three hundred and thirty-five thousand dollars. That sounds pretty good to me, but I am not sure what to do. You can accept this offer or decline it and come up with another offer.",0,"If I make another offer and they refuse, then what?",0
10193,"Personally, I would consider making one more offer, but it is up to you to decide what to do. Let’ s try going with three hundred and thirty thousand dollars for a counter-offer. I will contact the sellers with your current offer. Do you think that this will move along fairly quickly?",0,Usually the response to the second offer moves along a bit more quickly than the first one.,0
10194,"Hey, Tom. I saw this ad in the paper. You should take a look. What is it? It's for a job. It looks perfect for you. Let me see. Wanted, manager for up-and-coming firm. Must have good organizational skills. Experience a plus. Please contact Susan Lee. Oh, I don't know...",0,Come on! What have you got to lose?,1
10195,"Can you get me a taxi? We offer various types of transportation. Perhaps you'd like to upgrade to a private vehicle? Thanks, but no thanks. A taxi will do just fine. In that case, how about a limo? Then you can travel in style.",0,"No, I hate limousines. They're gas guzzlers.",0
10196,"Got it, sir. Where would you like the taxi to take you? My destination is Rockefeller Center. What time do you want to leave the hotel? As soon as possible.",0,"I'll call the taxi immediately, sir.",0
10197,"These vegetables taste very sweet. Sure, I planted them. They're organic. Really? Dad, how do you know how to plant organic vegetable? Well, it's a secret.",0,"Dad, come on! Just tell me.",0
10198,You’ re free to go. That’ s great. What are your plans now that you’ re getting out? I want to go back to school.,0,What is your major going to be?,0
10199,I haven’ t decided yet. I hope I don’ t ever see you back in here. I’ m never coming back. This really isn’ t the place for you.,0,I realize that.,0
10200,"What are you here for today? I need to fight this ticket that I got. Is the arresting officer here? Yes, he is, Your Honor.",0,Plead your case.,0
10201,"I was told by the officer that I ran a red light. That information isn't true. Why would the officer lie? I'm not sure, but the signal had a camera on it. Did the camera take a picture of your license plate?",0,"No, my picture wasn't taken.",0
10202,"I am sorry for damaging your car, sir. Don't worry about it. Just leave it to the insurance companies. The car park in this community is over crowded, isn't it? Yeah, more and more cars. People should try to take public transportation.",0,"There aren't enough buses in this city, are there?",0
10203,"Yeah, sometimes I really feel like writing a letter to the mayor. That's too much of hassle. We just want a little bigger parking space. Have you taken this to the property management, yet? No. but I'm gonna. You know, several months ago, I backed into red Honda when parking.",0,Where? On the road?,0
10204,Do you really think we can beat WebTracker? Of course. How can you be so sure? Do you know something I don't? I have a plan for handling WebTracker. Step one is the Stars.com contract.,0,What's step two?,0
10205,"Michael, it is time to wake up. Huh? Yes, it is time to wake up. And, also, from now on I will speak only English to you. And you should speak only English to me, too. Okay, mom.",0,Right. That's good.,4
10206,"Wow! It's hot today! Do you want to get an ice cream cone? No Let's go to an ice cream parlor! They have way more flavors to choose from there. I feel like having something special like Neapolitan ice cream. What's that? It's three different flavors mixed together. Chocolate, strawberry and something green with candied fruit.",0,Do they have ice cream bars. frozen yogurt or frozen chocolate mousse?,0
10207,"Absolutely! They also have real Italian Galatian and French sorbets. They do a great baked Alaska. Maybe a vanilla ice cream milkshake would be good. What's your favorite flavor? Well... l like the traditional flavors like rum raisin, butter pecan. maple walnut, strawberry, chocolate and vanilla. But now there are some new flavors from Asia like green tea and durian. God! Even talking about it makes me feel like l'm gaining weight!",4,"That's OK. We can go jogging, after we eat!",4
10208,"What do you consider to be your strong points? I think I’ m tough not only physically but mentally. Why do you say that? I have been playing football since high school. At present, I’ m a member of a community football club.",0,Really? Are you still playing?,0
10209,Yes. I practice every weekend with my teammates. I see. You must be tough. I never get tired. I think this comes from practicing football. What do you consider to be your weak points?,0,"Frankly speaking, I’ m a typical Chinese workaholic. I don’ t mind working late at night. Due to that, I tend to leave the office late.",0
10210,"Excuse me.In this museum, you are not supposed to take pictures. Is that right? I didn't know it. Will you give me your camera? We have to confiscate your film. Will you forgive me? Could you return my camera?",0,We keep it and return it later.,0
10211,"Hi, darling! I have a one-month vacation saved up. How about a trip to Europe? I could go for that. But I'm afraid our budget is a little tight this year. Oh, but I really need to leave this town for a change. Working day after day has worn me out. Do you have any other suggestions? We should probably think about going somewhere that isn't too far away. How about the countryside? There must be many interesting places, and we could enjoy the fresh air.",0,Wonderful! I think that's a great idea How soon until we can make this happen? I can't wait!,0
10212,"Tomorrow I have an appointment with my dentist. What about next Monday? Perfect. I'II start preparing tomorrow. If we re going to drive, l'II need to fill up the tank. No need. I think it's still plenty full. Even so, I'd rather travel by bus or train. It would cost much less than driving. Oil prices are soaring nowadays, you know. We can take the train, that will be faster. I'II book the tickets tomorrow morning.",0,"Great! Oh, one more thing, don't forget to check the weather before we go. I'd hate to get caught in the rain.",0
10213,"Can anyone tell me where I can buy the ingredients to make Chinese food? There is a supermarket in Kensington High Street. I'll come and give you a hand. That is good of you. Here, take one of these trolleys. What do you want exactly?",0,"I'm after things to stuff dumplings with, like Chinese cabbage",0
10214,"Can I help you? I want a leather jacket. What size, please? Size 40.",0,What color would you prefer?,0
10215,"Let me see. Do you think a brown one will do? Well, the brown one is beautiful indeed, but I think the black one will suit you better. Really? Please get it for me. Will there be anything else?",0,Is this dress made of pure silk?,0
10216,"Yes, it is. It's brilliant. Is it washable? Yes, it is. But you have to be careful. How much, please?",0,Only 350 yuan.,0
10217,"Professor Wang, what is non-tariff barrier? Non-tariff barrier is another mean to restrict imports. Can you give an example? For example, some countries restrict imports by quantitative restriction.",0,Why?,0
10218,"This is used to protect local industries or to achieve certain political objectives. Oh, Are there other means? Technical barriers are set for imported goods. This is designed to exclude them from domestic market, isn't it?",0,"Yes, some countries may use some of the unnecessary health rules to exclude foreign food.",0
10219,Is this the workshop to prepare for an interview? This is the interview class. Welcome to our class. I am really excited to be taking this workshop so that I can get ready for my interview next week. We are all learning things that will help us in our interview. What do you think are some important considerations going into your interview?,0,I think that we should dress neatly and appropriately.,0
10220,"Yes. Second, as you can imagine, attitude and friendliness go a long way. Yes, and I always feel much better when I am friendly. Believe it or not, the interviewers are as interested in your questions as they are in your answers. Any more hints as to what I should do in an interview?",0,Always be honest with your answers. The interviewers really do want to know if you will be a good fit for them.,0
10221,"Oh dear, I’ m late. I have to be in the office by 8am. Oh really what’ s happening? Well there is an important meeting with a new client. Ok but you must stay calm. Do you want me to give you a lift?",0,"Oh, you don’ t have to do that but it would be a great help.",4
10222,"Good morning. May I speak to Mr. Black, please? Speaking. This is the Front Desk. I'm afraid that the air conditioning in your room needs repair. We would like to request you to change your room. We are very sorry for the inconvenience. 0K. Well, I suppose I have no choice. What do you want me to do?",0,"What time is the most convenient for you to change rooms, sir?",0
10223,"I'm going out in about half an hour. What time will you be back? Oh, around seven o'clock, I suppose. We could move your luggage while you are out, but could you take any valuables with you? You may pick up your new room key No. 216 from the Front Desk when you return.",0,OK. I'll do that.,0
10224,What seems to be the problem? I have a really bad toothache! My cheek is swollen and I can’ t eat anything. Let’ s have a look. Mmmm. This doesn’ t look too good. I think we may have to pull out your wisdom tooth. It’ s pressing against your molars and that’ s one of the reasons you are experiencing so much pain When you pull my tooth will you also have to extract the nerve and the root?,0,"First we will take some x-rays and see what we’ re dealing with. I also noticed a small cavity up front here, so you are going to need a filling.",0
10225,"Hi, Madam, I'm new here, could you tell me where is boarding gate? What's your flight number? Wait a second, please. Oh, it's CA193. Are you a transfer passenger, sir?",0,Yes.,0
10226,"Mmm... it is delicious. Oh, do you really like it? Yes. It's superb. Well, it's kind of you to say so.",0,"In fact, could I ask you for the recipe?",0
10227,"Sure. It's really very easy. First, mix together an egg, two teaspoons of salt, and two pounds of ground beef. Then, add two ounces of milk. Are you with me? Yes, I've got it. OK. Next, put the mixture into a baking pan and bake it forty-five minutes at 360 degrees. Wait a minute. I didn't catch you there. Could you repeat that?",0,Sure. Bake it forty-five minutes at 360 degrees.,0
10228,"Hi Cody, how did practicing go this week? Well I had several tests and an oral presentation this week so I didn’ t get a chance to memorize the second page, but I think I mastered the tricky section. Great! Warm up with some scales and arpeggios first. Good, good. This week, work on keeping the rhythm steady when you play the last part with the sixteenth note. Now let’ s take a look at this tricky section. Charles? Before I start I was wondering if it was ok if I put a small crescendo in here and then decrescendo back to pianissimo again over here?",0,It might work. I’ ll have to hear it. Show me what you’ Ve done. Not bad.,0
10229,"It was horrible! I played play it much better at home! It’ s just nerves. Just play the right hand for now. One two three four five six, ta ti tri-ple-ti. Good, good. Don’ t forget the accidentals! The key signature says that note should be a G-sharp but now it’ s a G-natural. Now add the bass clef. You’ re going too fast. Remember the tempo for this piece is andante. Is that better? Yes, much better. Watch where you lift your foot off the pedal. What was that?",0,Sorry! The stretch for that octave is always hard to make.,1
10230,"Are you going to vote? Yes, are you? Yeah, but what day are the elections? You don’ t know what day the elections are?",0,That’ s why I’ m asking you.,0
10231,"They’ re this coming Tuesday. Really? Yes, I’ m serious. Good thing you told me.",0,I can’ t believe you didn’ t know when the elections were.,6
10232,I want to get a snack at the cafeteria. What are you going to buy? I may just get some chips. I'm probably going to buy something too.,0,What do you want to get?,0
10233,I want some sort of candy. What kind do you want? I want some chocolate. What kind of chocolate?,0,I'm going to get a Snickers or a Kit Kat.,0
10234,I really think all Americans look alike. You’ re crazy! You haven’ t been here long enough. But they do. What makes you say that?,0,"They wear the same clothes, they’ re all blond, they all drive cars, they all own Parker fountain pens ; they all drink Coca Cola, and they all chew gum.",0
10235,"Dan, Dan, dude. You have to come over to my house right now! Is everything OK? Just get over here! Come in! Quickly! So, since when is your house a bank?",0,What do you mean?,0
10236,"I mean, what’ s up with the locks and iron bars on your windows. Security, Dan, security! You can never be too safe you know! A lot of sickos out there. Just the other day they caught that peeping tom red handed! Had a high power telescope and binoculars by his window. What’ s the matter with you? Why are you acting all paranoid? Paranoid? I’ m not paranoid! I’ m cautious! You see Dan, we have to be on guard at all time! People just invade your privacy as if they knew you! Telemarketers, solicitors, even your bank! They have way too much information! I like to keep everything on a need to know basis.",0,"OK, well, what did you want to see me about?",0
10237,"I can't believe my eyes, Bill. Are you having a salad for lunch? No hamburger? Get used to it, Mary. I'm off hamburgers for good health. Most fast food is loaded with sodium. I know. But why are you suddenly interested in lessening your salt intake? My doctor says I should cut back on sodium-rich foods to lower my blood pressure.",0,Do you have hypertension? I would have thought you were too young.,6
10238,"Actually, my blood pressure isn't that high yet, but they say it increases with age. Well, I'm glad you're starting to pay more attention to your diet. I want to lower my risk of heart attack and stroke, too. So do I. That's why I've been trying to lower my cholesterol level.",0,I've noticed you've been munching away on lots of fruits and vegetables recently.,0
10239,"I have had some really horrible headaches lately. How long have your headaches been going on? I get headaches occasionally, but they have been really bad lately. Any unusual amounts of stress in your life going on right now?",0,I am getting ready to take my GRE.,0
10240,Have you been able to sleep regular hours? It has been hard for me to sleep with a bad headache. Has anything hit you in the head lately? I hit my head on a cupboard door a week ago.,0,Let’ s have you come back in a few days and see how you feel.,0
10241,"Excuse me. Do you know where I can find the nearest ICCC? Yes, but it's quite a ways. Do I need to take a bus? This bus doesn't take you directly there.You ' d have to change buses twice. I suggest you walk. It'll take you less than 20 minutes.",0,How do I get there on foot?,0
10242,"Go straight ahead through the intersection. Wait, let me write this down... Alright, I'm ready. Keep walking till ou pass the square, then turn right. Walk past two lights and turn left at the third. Square... turn right... traffic lights... And then?",0,Keep walking and look for a tall building.,0
10243,"Wake up, Mary. What is it? It's eight in the morning. We're all going to church. Do you want to come? No. I'm not a religious person.",0,Are you sure?,0
10244,"We have received your resume in answer to our ads. I would like to talk with you regarding your qualification for this position, OK? It is my honor to have this chance for this interview. Well, my major is commercial English. You know, and I am not only familiar with useful English expressions in business, but also learn some theories on this field. Besides, during my college learning period, I also attended some commercial activities to strive for the opportunity of practicing what I learned. What is your greatest weakness? Well, I was a diligent student when I stayed in my college. I dislike meeting the deadline, when I am working on a project. I am always willing to complete it well ahead of the schedule.",0,What is the greatest disappointment in your life?,0
10245,May I be of any assistance? I want to have a look at the microwave ovens. You can have a broad choice here. Are you interested in a particular brand? Not really. What are these toys over there?,0,"Ma'am, these are complimentary with each purchase. How about that one below the toys? This is the best seller. They are of the latest model that can be found in town.",0
10246,"I don't like its color. A bit too bright. Do you have a grey one? Yes, we do. What a great taste you have! But we only have one left in stock. Really? How so? You know a good product will always sell! Would you mind waiting for a while, we'll get it right away.",0,Okay.,0
10247,"Here it is. It's very elegant, I think you will like it. How about its quality? Its durability will be a big surprise to you. What about the price?",0,"500 yuan. And if you buy it today, there will be a 15 % discount for you.",0
10248,"Can you help me find a pan? Are you looking for a small, medium, or large pan? I want a big pan. Does this one look big enough?",0,"Yes, it's the right size, but it weighs too much.",0
10249,"Well, what do you think of the aluminum pan? It's light enough, but the handle will get too hot after cooking. Here's the same pan, but it has a space-age, heat-resistant plastic handle. Oh, my family's going to love this one. I'll take it.",4,I'm so happy that you found what you wanted. Do you want to use a credit card?,0
10250,"You're looking very well. Thank you. I try to keep in shape. Do you often exercise? Yes, as long as I can find the time. I like swimming best.",0,What style of swimming do you like best?,0
10251,"What can I do for you? Yes, I made a reservation for 3 days for April 3rd to 6th, and my name is Sara. Yes, what's the problem? Well, I want to extend it for 2 more nights.",0,So you will stay until 9th?,0
10252,Are you sure you know where this bus goes? It should go to Altadena. What do you mean it should? I'm not completely sure if it really does.,0,"Dude, are we on the right bus?",0
10253,I'm almost positive that this is the right one. It doesn't look like we're on our way to Altadena. We have been riding this bus for a long time. What does that sign say?,0,I think it says Temple City.,0
10254,"Hi, can I assist you in any way? Oh, thank you. Yes, please. What I need is to handle some domestic affairs. Oh, I see. In what area? Well, I need a Deposit Certification to handle this.",0,"Yes, we have this service. Have you got a deposit certificate and your passport? I'm sorry to ask you, but your passport is very important.",0
10255,"You'll love this. It's a chick drink. What's that supposed to mean — that it's weak? Well, that too. I mean that it's kind of sweet. See if you can guess what's in it. Mmm! Beer, tequila, and... lime!",4,"Not bad. You really know your booze... So I guess you know what's in the salsa, too?",0
10256,"What's your working day like? I have a typical nine to five job. Actually, I work a little longer than nine to five most days. Do you get paid overtime? No, I don't. I get a bonus each month, depending on the value of the contracts I sign with clients.",0,Do you have any breaks?,0
10257,"We have an hour-long lunch break from twelve to one. We can take coffee breaks during the day. My boss doesn't mind, as long as we get our work done on time. My boss gets annoyed if we take coffee breaks. I suppose your job involves a lot of paperwork, doesn't it? There's some paperwork, but most of the time we put the information into our computers. Then we can send information to each other by email or across the network. Do you work in a cubicle? Yes, I do. I don't like it very much.",0,"I work in a cubicle too, but I don't mind it.",0
10258,"My minibar is completely empty. Everything in that minibar has been consumed, sir? Everything's gone. Is there anything special you'd like?",0,Just bring me three bottles each of Jim Beam and Perrier.,0
10259,"Okay, sir. Three of each. Would you like anything else? The fruit basket was great. I need a few more apples, please. Perrier, Jim Beam, and apples. Is that it for now? Yes, one last thing",0,"Your order will be brought to you momentarily, sir.",0
10260,"Jacob, are you interested in helping me out and going on a blind date with a friend of mine? That depends. What does she look like? Well, she's got a beautiful face and long curly red hair. How tall is she?",0,"She's fairly tall, maybe 2 inches taller than me.",0
10261,"Is she chubby? Not at all. She's actually very athletic. It sounds like she's pretty good-looking. Does she wear glasses? No, but she does wear contact lenses.",0,How's her skin?,0
10262,She's got a gorgeous complexion with a few freckles on her nose. Does she have any piercings or tattoos? I think she has her ears pierced and she definitely has a few tattoos What's the tattoo on her foot like?,0,It's a butterfly - everyone in her family has one.,0
10263,"Even her mom? Yes, even her mom. What's her personality like? She's a lot like me.",0,So there is something wrong with her! It was beginning to sound like she was too good to be true!,6
10264,"Hello, there. You are looking a little confused ; can I help you with something? Well, I've always used the Bank Book, but now I have this card. I don't know how to use it in the machine. Don't worry ; I can help you with that. I understand that new technology can sometimes be unnerving. The first thing we need to do is check the ATM is in service. This one is fine. Yes, I sure can. I feel like a dinosaur with all of these youngsters and their electronics. This machine is working, then?",0,"Yes, this one is in service. Put your card in here, in this slot and wait a moment. Then you will see some instructions on the screen.",0
10265,"Excuse me. I want to pay for these items. OK. This way, please. How much is it all together? Let me see. 100 dollars.",0,Can I pay by credit card?,0
10266,"Sorry. You can only pay in cash. OK. Here you are. Thank you. Do you need the invoice? Yes. And can you pack the things up, please?",0,Sure. I'll get right on it.,4
10267,"Please pull your vehicle over to the side of the road.Please roll down your window. What's the matter, sir? Have you been drinking? No, I haven't sir.",0,"Really? But I can smell alcohol on your breath. Blow into this breathalyzer, please.",6
10268,"But, sir, I didn't drink at all. If you refuse to blow, you'll receive a much severer punishment. OK. I'll blow. Your BAC exceeds the legal limit.",0,But I...,0
10269,Can I help you? I'd like two kilos of eggs. What kind? Do you have the eggs with the red yolk?,0,"Sorry, madam. We have stopped selling those kinds of eggs for a week.",5
10270,"Why? You know, red yolk is proved unnatural. It's artificial, and may lead to cancer. Oh, My God! That's terrible. Yes, so they are no longer being sold.",0,Then give me the ordinary ones.,0
10271,"Madam, what can I do for you? Next week there will be a meeting with the manager of USE Company ; this is an important opportunity for our company to have a new relationship with a new partner. So, I want you to prepare an instruction book with detailed introduction of our products. This introduction will be presented in the meeting. I get it. And...? Remember to add an agenda for this meeting and show our warm welcome to them.",0,How about adding some pictures of our products for the introduction?,0
10272,"Can I help you? Thank you, but I'm just looking around. How much does this skirt cost? This is the new style.Two hundred and twenty-eight. May I try it on?",0,"Of course, please.",0
10273,"Can you give me a better deal? Two hundred and ten yuan. It is the lowest price. Well, I'll give one hundred and eighty yuan for it. Well, two hundred yuan.",0,"No, this is my final offer.",0
10274,"Daddy, do you mind helping me prepare the supplies for mountain climbing. OK. I am coming. Is it gonna to rain tomorrow? I have checked the weather report. It says it will be cloudy, but no rain.",0,Just take my umbrella in case of rain.,0
10275,"Daniel, don't forget to take enough water and food. Definitely, or else, I will starve to death halfway up the mountain. Me, too, haha. Daddy, may I take your compass? I feel so cool with it in my hand.",0,"All right. Oh, I nearly forgotten, I left my sneakers at my office.",0
10276,"May I help you? I don't feel well. I need an airsickness bag. Yes, madam. There's one in the seat pocket. Here you are. Thank you.",0,Should I bring you some water?,0
10277,I want to buy some jewellery. What kind of jewellery do you like to have? I should like to look at some bracelets. May I show you gold ones or jade ones?,0,Jade ones.,0
10278,"OK, here they are. What's the price for this one? Eight hundred yuan. How about seven hundred yuan?",0,"I'm sorry, we only sell at fixed prices.",0
10279,"Well, it was nice talking to you. It was nice talking to you too. We should really hang out again. That would be fun.",4,Where do you want to go?,0
10280,"I think we should go out to eat. That sounds good. All right, so I'll see you then. I'll call you later.",0,"Okay, I'll talk to you later then.",0
10281,"Good Morning, sir. What can I do for you? Yes, I'd like to change Australian dollars for RIB. How much do you want to change? I am not sure. What's the rate today?",0,It's 1 Australian dollar to 6.1 Yuan RIB.,0
10282,"What was the rate yesterday? The rate was 1 Australia dollar to 6.5 Yuan yesterday. Oh, the rate goes down. It does, sir. Do you still want to have it changed now?",0,Let me think... Will the rate still go down tomorrow?,0
10283,"I don't know, sir. But it won't change much. Well, I want to change 1000 Australian dollars for RIB. Okay. Please sign here in this form. OK.",0,"Here is the 6,100 RIB.",0
10284,"Well, here is your breakfast! Thanks so much. Miss, I believe I ordered my eggs scrambled, and these are fried. Sorry, your friend over there ordered fried eggs, and I gave you his by mistake. Oh yeah. Here, I will just trade with him.",0,"Here are your pancakes, madam.",0
10285,"But I ordered waffles! Oh, I am so sorry! That's OK. I will eat my eggs and bacon, and you can take my pancakes back. Good, sir. I will take care of that right away.",0,Thank you so much!,0
10286,"This is a nice place, but you need to get some furniture. I have some I can bring from our place, and there’ s some more out at my parents’. Do you have a bed? Yeah. I have one from college at my parents ' house.",0,Can I take a shower?,0
10287,"Sure, but I don’ t have hot water, yet. Really? No, they’ re coming tomorrow morning to turn the gas on. My phone should be working then, too. Well, do you want to go get some dinner?",0,"Yeah, I can’ t cook anything until tomorrow, anyway.",0
10288,The total for all these items comes to $ 36.78. Take my VISA. There is something wrong with your card. What’ s going on?,0,Your card was declined.,0
10289,That can’ t be right! Would you like me to try another card? I don’ t have another one. What about cash?,0,I didn’ t bring cash with me today.,0
10290,"For me, now an important question to buy an Accord is the time when I can get this car. I need a new car rather soon. Well, I can say that the new models will be here in August. If you order one now, we will have it for you in August. That's good enough, I think. What colors does the new Accord come in? We have this new model in red, white, black, or silver. These are the standard colors. Of course you could specially order from various other colors too.",0,My brother has last year's Accord. And his car is a kind of soft purple color mixed with silver. I really like that color. I wonder if I can get that color on my Accord.,0
10291,"I know the color you mean. Is this it, sir? Yes, I think that's it. Can I get that on the Accord? Yes, you can. That color is very popular with Honda buyers. So we've kept it available. Well, I think I want to order the new Accord then. It looks like an excellent car.",0,"You have made a good choice, sir. I drive an Accord myself. They are very solidly built machines, very reliable.",0
10292,"So, where can I start my work? Well, your job is to compile and analyze financial information to prepare entries to accounts. You’ re also responsible for preparing profit and loss statements and monthly closing and cost accounting reports. And I represent? Our company just concluded a business transaction. You can help with documenting varies financial sheets involved in this transaction.",0,"Ok, thank you.",0
10293,"Congratulations, Francis. Your hard working finally pays off. I am so happy for your promotion. Thanks, Monica. Without support from you and other colleagues, I would not have made it. I hope I could get promoted some day. Tell me about your experience, ok? Well, just saying that you wanted to get promoted is not enough, you need to write down your desirable position and an available plan for achieving that adjective. Don’ t be afraid of taking challenging. They might be opportunities and failing is not fatal. You learn more from that actually. Sometimes, you need to fail to be successful.",0,How do you think if I volunteer for some work?,0
10294,"How many places have you worked altogether? Three. Would you tell me the general description of your present job? I am in charge of the trading department. I'm handling invoices, shipping bills and computing freight costs, that's most of the documentation.",0,What time do you go to work?,0
10295,"I must be there no later than 9:00. What time does the office close? I quit work whenever I get finished, usually about six o'clock. Does your work involve a lot of paper filling and typing?",0,"No, the secretary does this. It's not part of my job.",0
10296,What's today's date? It's July 5th. When are you going on vacation? I'm leaving on Sunday. We're going to Canada.,6,Really? The day after tomorrow? That's very soon.,0
10297,Yeah I know. How long are you going to stay there? About 2 weeks. When are you coming back?,0,I'm coming back on the 17th.,0
10298,"Excuse me, can you show me the cloisonn bracelet in the counter? Sure. Let me get it for you. Can you also show me this one? No problem. This one is made of pure gold.",0,I think the cloisonn bracelet is more beautiful.,0
10299,"You’ re right. This one costs less, but is more beautiful. Will the luster fade out after some time? No, we guarantee the quality. Ok. Can I try it on?",0,"Certainly, the mirror is right here.",0
10300,"Oh, Sam! Is this your dog? It's Cindy, you know that. Hey, Cindy, say hello to Maria. Cindy, you're so cute. She is also very naughty. By the way, do you have a dog, Maria?",0,I have a little white cat.,0
10301,"Oh, a cat? Come on. Yes, cats are always gentle. and they don't need a lot of space since they're small. But I think they're dull, aren't they? Not at all. They're quiet most of the time.But they can be every bit as affectionate as dogs.",0,"Well, cats are certainly more independent.",0
10302,"Absolutely. Believe it or not, I found my cat by a garbage can around my neighborhood two years ago. oh, really? so you just took home a stray cat? Yes. It was starving and looking for something to eat when I saw it. Poor cat.",0,Now we get along very well. It makes me feel that I'm someone special.,4
